open_time,close_time,open_time_utc,close_time_utc,symbol,interval,open,high,low,close,volume,trade_count
1767830400000,1768435199999,2026-01-08T00:00:00+00:00,2026-01-14T23:59:59.999000+00:00,@265,1w,65.258,65.258,65.258,65.258,0.07,1
1768435200000,1769039999999,2026-01-15T00:00:00+00:00,2026-01-21T23:59:59.999000+00:00,@265,1w,65.258,65.258,65.258,65.258,0.0,0
1769040000000,1769644799999,2026-01-22T00:00:00+00:00,2026-01-28T23:59:59.999000+00:00,@265,1w,99.798,107.56,96.316,106.73,146.81,393
1769644800000,1770249599999,2026-01-29T00:00:00+00:00,2026-02-04T23:59:59.999000+00:00,@265,1w,106.11,109.34,65.433,81.208,11053.22,9647
1770249600000,1770854399999,2026-02-05T00:00:00+00:00,2026-02-11T23:59:59.999000+00:00,@265,1w,81.006,81.501,58.57,75.575,1970.83,2622
1770854400000,1771459199999,2026-02-12T00:00:00+00:00,2026-02-18T23:59:59.999000+00:00,@265,1w,75.285,75.955,65.174,69.969,455.03,835
1771459200000,1772063999999,2026-02-19T00:00:00+00:00,2026-02-25T23:59:59.999000+00:00,@265,1w,69.969,82.451,69.969,79.902,235.25,459
1772064000000,1772668799999,2026-02-26T00:00:00+00:00,2026-03-04T23:59:59.999000+00:00,@265,1w,80.781,91.724,71.497,75.88,1146.23,1924
1772668800000,1773273599999,2026-03-05T00:00:00+00:00,2026-03-11T23:59:59.999000+00:00,@265,1w,76.13,80.873,72.932,76.891,408.81,799
1773273600000,1773878399999,2026-03-12T00:00:00+00:00,2026-03-18T23:59:59.999000+00:00,@265,1w,76.611,78.631,68.269,68.781,398.67,671
1773878400000,1774483199999,2026-03-19T00:00:00+00:00,2026-03-25T23:59:59.999000+00:00,@265,1w,69.05,69.174,55.481,64.086,1231.55,2168
1774483200000,1775087999999,2026-03-26T00:00:00+00:00,2026-04-01T23:59:59.999000+00:00,@265,1w,64.679,66.837,60.758,66.837,279.47,446
