timestamp,open,high,low,close,volume
1515106800000,17.182,17.191,17.165,17.166,58.1845
1515110400000,17.167,17.222,17.166,17.211,158.8931
1515114000000,17.212,17.227,17.185,17.195,163.3436
1515117600000,17.192,17.196,17.176,17.186,116.6466
1515121200000,17.183,17.205,17.173,17.178,81.1971
1515124800000,17.181,17.212,17.178,17.203,113.0871
1515128400000,17.207,17.207,17.161,17.167,152.4673
1515132000000,17.168,17.173,17.138,17.154,109.3843
1515135600000,17.152,17.182,17.15,17.163,146.3595
1515139200000,17.161,17.171,17.136,17.17,135.4074
1515142800000,17.169,17.17,17.137,17.15,137.5105
1515146400000,17.149,17.161,17.134,17.15,125.4645
1515150000000,17.137,17.164,17.134,17.149,69.3912
1515153600000,17.148,17.17,17.128,17.148,81.0896
1515157200000,17.149,17.274,17.127,17.241,461.9565
1515160800000,17.244,17.246,17.089,17.137,541.8308
1515164400000,17.146,17.238,17.143,17.206,321.3619
1515168000000,17.204,17.253,17.198,17.241,234.2876
1515171600000,17.24,17.248,17.213,17.231,236.2533
1515175200000,17.233,17.246,17.202,17.207,157.6201
1515178800000,17.208,17.233,17.206,17.214,207.8405
1515182400000,17.212,17.224,17.181,17.197,181.5689
1515186000000,17.192,17.215,17.187,17.187,3.5415
1515366000000,17.224,17.238,17.217,17.226,33.9072
1515369600000,17.227,17.234,17.216,17.22,71.8681
1515373200000,17.221,17.247,17.209,17.22,163.8349
1515376800000,17.22,17.231,17.169,17.199,136.8499
1515380400000,17.2,17.21,17.185,17.195,35.0337
1515384000000,17.194,17.202,17.185,17.196,41.7561
1515387600000,17.195,17.201,17.131,17.14,126.7041
1515391200000,17.141,17.146,17.116,17.136,115.4002
1515394800000,17.137,17.155,17.114,17.122,102.9948
1515398400000,17.123,17.147,17.107,17.133,109.6031
1515402000000,17.133,17.159,17.124,17.159,99.1613
1515405600000,17.16,17.193,17.145,17.171,154.2456
1515409200000,17.172,17.187,17.14,17.157,134.7184
1515412800000,17.157,17.18,17.11,17.121,139.8859
1515416400000,17.123,17.169,17.095,17.139,274.7843
1515420000000,17.14,17.156,17.097,17.117,334.9168
1515423600000,17.116,17.153,17.102,17.139,274.9073
1515427200000,17.134,17.143,17.041,17.046,310.639
1515430800000,17.04,17.086,17.035,17.081,244.2148
1515434400000,17.072,17.114,17.069,17.095,173.9295
1515438000000,17.096,17.112,17.06,17.108,176.9559
1515441600000,17.104,17.119,17.095,17.11,122.0977
1515445200000,17.111,17.126,17.088,17.092,42.6464
1515452400000,17.094,17.1,17.086,17.089,47.5496
1515456000000,17.088,17.104,17.078,17.083,102.8487
1515459600000,17.083,17.094,17.046,17.071,197.9142
1515463200000,17.072,17.11,17.071,17.11,162.6375
1515466800000,17.111,17.116,17.094,17.111,99.7971
1515470400000,17.112,17.116,17.105,17.11,78.7286
1515474000000,17.109,17.128,17.109,17.113,104.2733
1515477600000,17.112,17.113,17.077,17.078,63.5621
1515481200000,17.08,17.092,17.058,17.085,190.6439
1515484800000,17.087,17.091,17.02,17.035,168.8395
1515488400000,17.034,17.051,17.014,17.032,89.0094
1515492000000,17.032,17.032,16.99,17.005,112.5625
1515495600000,17.004,17.03,16.98,17.008,110.8862
1515499200000,17.008,17.048,16.997,17.02,113.3377
1515502800000,17.02,17.048,16.97,17.006,311.1217
1515506400000,17.005,17.017,16.897,16.923,302.2102
1515510000000,16.922,16.964,16.913,16.95,316.6449
1515513600000,16.951,16.984,16.934,16.95,165.7806
1515517200000,16.951,16.956,16.924,16.951,265.3767
1515520800000,16.952,16.98,16.941,16.976,185.2698
1515524400000,16.977,17.031,16.969,16.994,132.3008
1515528000000,16.995,17.009,16.966,16.987,116.0365
1515531600000,16.989,16.994,16.95,16.962,34.3727
1515538800000,16.926,16.948,16.926,16.933,61.1151
1515542400000,16.932,16.939,16.917,16.933,181.1293
1515546000000,16.933,16.951,16.898,16.936,200.9397
1515549600000,16.935,16.97,16.928,16.966,150.6029
1515553200000,16.965,16.967,16.93,16.931,114.2352
1515556800000,16.93,16.94,16.91,16.921,119.4476
1515560400000,16.923,16.927,16.901,16.902,119.0369
1515564000000,16.905,16.926,16.898,16.92,80.9242
1515567600000,16.919,16.959,16.915,16.956,250.1665
1515571200000,16.957,17.022,16.956,16.987,277.5224
1515574800000,16.988,17.031,16.987,17.003,208.8381
1515578400000,17.004,17.128,16.998,17.105,553.0065
1515582000000,17.107,17.178,17.104,17.127,576.2884
1515585600000,17.126,17.151,17.096,17.104,344.7847
1515589200000,17.105,17.133,17.054,17.071,485.9302
1515592800000,17.071,17.087,16.985,17.027,471.309
1515596400000,17.025,17.063,17.008,17.019,400.2869
1515600000000,17.008,17.03,16.941,16.968,305.3244
1515603600000,16.967,17.009,16.95,16.996,282.8659
1515607200000,16.995,17.013,16.988,17,307.1355
1515610800000,17.001,17.009,16.959,16.978,260.2127
1515614400000,16.979,16.999,16.967,16.974,220.0215
1515618000000,16.973,16.98,16.948,16.958,43.5408
1515625200000,16.97,16.99,16.969,16.986,71.5228
1515628800000,16.986,17.007,16.983,17.006,169.9175
1515632400000,17.005,17.007,16.977,17.002,206.1263
1515636000000,17.001,17.03,16.991,17.025,90.7291
1515639600000,17.026,17.037,16.995,17.001,127.9981
1515643200000,17.002,17.006,16.971,16.991,92.5277
1515646800000,16.991,17.006,16.974,17,112.6783
1515650400000,16.998,17.012,16.985,16.998,68.2389
1515654000000,16.998,17.017,16.979,17.005,115.3716
1515657600000,17.008,17.024,16.985,17.002,152.8453
1515661200000,17.002,17.013,16.988,17.003,147.3398
1515664800000,17.005,17.022,16.993,17.005,164.0217
1515668400000,16.994,17.009,16.991,16.998,97.9539
1515672000000,16.997,17.007,16.934,16.961,97.4992
1515675600000,16.961,17.02,16.958,16.984,171.8206
1515679200000,16.987,17.01,16.961,17.005,277.952
1515682800000,17.006,17.014,16.861,16.958,331.134
1515686400000,16.956,17.005,16.942,16.996,241.36
1515690000000,16.995,17.003,16.969,16.986,166.5744
1515693600000,16.987,17.023,16.912,16.964,257.3643
1515697200000,16.963,16.998,16.962,16.989,129.296
1515700800000,16.988,16.994,16.942,16.968,169.3569
1515704400000,16.969,16.99,16.964,16.974,28.9198
1515711600000,16.967,17.001,16.962,16.998,73.8726
1515715200000,16.996,17.024,16.994,17.015,160.3906
1515718800000,17.017,17.019,16.987,17.014,111.3153
1515722400000,17.013,17.085,17.009,17.079,169.5156
1515726000000,17.08,17.094,17.07,17.084,197.2558
1515729600000,17.085,17.13,17.074,17.104,118.5193
1515733200000,17.105,17.12,17.084,17.099,174.0017
1515736800000,17.098,17.121,17.098,17.114,60.2008
1515740400000,17.113,17.134,17.073,17.091,168.4467
1515744000000,17.086,17.113,17.054,17.11,166.7675
1515747600000,17.111,17.144,17.094,17.111,176.2693
1515751200000,17.114,17.15,17.096,17.124,156.2051
1515754800000,17.128,17.137,17.106,17.121,109.8365
1515758400000,17.117,17.145,17.085,17.135,149.0791
1515762000000,17.136,17.167,17.011,17.036,525.6627
1515765600000,17.037,17.078,17.015,17.072,310.5057
1515769200000,17.073,17.132,17.069,17.117,345.8357
1515772800000,17.117,17.129,17.087,17.1,265.5407
1515776400000,17.102,17.108,17.063,17.102,164.1001
1515780000000,17.101,17.221,17.097,17.208,296.8139
1515783600000,17.21,17.248,17.196,17.225,186.1267
1515787200000,17.226,17.277,17.221,17.243,170.1704
1515790800000,17.24,17.261,17.213,17.213,4.5129
1515970800000,17.227,17.238,17.207,17.216,47.7209
1515974400000,17.217,17.226,17.202,17.218,124.8986
1515978000000,17.217,17.253,17.197,17.233,217.71
1515981600000,17.238,17.308,17.234,17.292,165.3051
1515985200000,17.291,17.329,17.284,17.328,92.1685
1515988800000,17.329,17.344,17.315,17.332,76.8541
1515992400000,17.329,17.403,17.32,17.38,162.9117
1515996000000,17.38,17.417,17.334,17.354,146.6407
1515999600000,17.35,17.389,17.324,17.366,259.3096
1516003200000,17.366,17.366,17.315,17.346,214.6285
1516006800000,17.347,17.354,17.325,17.348,137.9955
1516010400000,17.35,17.361,17.324,17.34,92.4226
1516014000000,17.341,17.345,17.318,17.318,13.6508
1516017600000,17.319,17.335,17.299,17.323,7.9451
1516021200000,17.324,17.349,17.32,17.345,16.3493
1516024800000,17.343,17.347,17.32,17.333,21.2377
1516028400000,17.339,17.369,17.32,17.362,100.3211
1516032000000,17.362,17.363,17.32,17.346,122.6883
1516035600000,17.345,17.358,17.338,17.338,143.5788
1516039200000,17.337,17.337,17.337,17.337,0.37
1516057200000,17.32,17.363,17.32,17.353,37.834
1516060800000,17.353,17.353,17.324,17.328,75.1822
1516064400000,17.326,17.328,17.32,17.322,32.7937
1516068000000,17.323,17.351,17.32,17.326,86.2759
1516071600000,17.326,17.344,17.32,17.331,84.3109
1516075200000,17.333,17.351,17.33,17.339,58.0494
1516078800000,17.34,17.35,17.331,17.332,60.7683
1516082400000,17.331,17.336,17.32,17.32,4.0416
1516086000000,17.32,17.32,17.228,17.247,140.1876
1516089600000,17.245,17.27,17.108,17.153,173.9121
1516093200000,17.152,17.179,16.855,17.044,680.0183
1516096800000,17.043,17.045,16.985,17.028,241.103
1516100400000,17.029,17.078,17.013,17.05,127.7656
1516104000000,17.05,17.148,17.037,17.116,245.3409
1516107600000,17.117,17.127,17.055,17.07,273.1001
1516111200000,17.068,17.112,17.042,17.055,265.8651
1516114800000,17.056,17.146,17.054,17.133,227.3933
1516118400000,17.13,17.149,17.112,17.142,190.1663
1516122000000,17.143,17.174,17.103,17.16,166.038
1516125600000,17.162,17.212,17.146,17.206,231.2532
1516129200000,17.205,17.222,17.178,17.19,237.7505
1516132800000,17.191,17.217,17.168,17.212,190.6032
1516136400000,17.212,17.212,17.168,17.172,55.6352
1516143600000,17.176,17.219,17.171,17.204,74.0073
1516147200000,17.205,17.232,17.179,17.222,173.0355
1516150800000,17.219,17.28,17.212,17.277,239.5351
1516154400000,17.276,17.283,17.18,17.209,179.4572
1516158000000,17.205,17.21,17.146,17.161,195.6361
1516161600000,17.162,17.188,17.135,17.135,211.0596
1516165200000,17.136,17.159,17.118,17.131,227.93
1516168800000,17.129,17.161,17.103,17.111,115.3471
1516172400000,17.114,17.161,17.111,17.136,162.1698
1516176000000,17.136,17.196,17.136,17.178,177.8386
1516179600000,17.177,17.196,17.166,17.185,102.8741
1516183200000,17.189,17.225,17.172,17.219,130.1229
1516186800000,17.22,17.242,17.191,17.208,118.0261
1516190400000,17.207,17.209,17.157,17.201,136.7792
1516194000000,17.199,17.199,17.126,17.127,238.5544
1516197600000,17.131,17.16,17.079,17.096,289.5462
1516201200000,17.098,17.129,17.055,17.097,242.6035
1516204800000,17.097,17.101,17.01,17.065,295.1029
1516208400000,17.064,17.127,17.052,17.126,233.6368
1516212000000,17.122,17.197,17.113,17.157,236.2552
1516215600000,17.158,17.167,17.02,17.024,244.7261
1516219200000,17.021,17.058,16.983,17.017,417.0656
1516222800000,17.017,17.022,16.979,16.981,63.3765
1516230000000,17.01,17.027,17,17.024,54.4718
1516233600000,17.025,17.042,16.994,17.025,144.2068
1516237200000,17.024,17.026,16.947,16.991,261.2042
1516240800000,16.991,17.031,16.99,17.021,156.4505
1516244400000,17.022,17.022,16.996,17.002,123.4869
1516248000000,17.003,17.034,17.002,17.021,96.1769
1516251600000,17.02,17.051,17.011,17.043,158.3202
1516255200000,17.042,17.059,17.016,17.029,117.214
1516258800000,17.03,17.052,16.985,17.047,229.9583
1516262400000,17.048,17.077,17.037,17.04,253.3563
1516266000000,17.039,17.072,17.031,17.066,114.12
1516269600000,17.064,17.096,17.056,17.085,102.8128
1516273200000,17.089,17.111,17.061,17.061,105.5914
1516276800000,17.063,17.097,17.036,17.062,100.0207
1516280400000,17.061,17.068,17,17.067,254.6734
1516284000000,17.066,17.123,17.031,17.097,348.7512
1516287600000,17.096,17.103,16.976,17.003,344.1037
1516291200000,17.004,17.049,16.975,17.006,345.9384
1516294800000,17.002,17.025,16.975,16.977,195.1899
1516298400000,16.976,16.977,16.898,16.939,222.8347
1516302000000,16.941,16.982,16.93,16.974,154.8551
1516305600000,16.975,16.983,16.901,16.932,221.8216
1516309200000,16.933,16.94,16.92,16.923,28.9175
1516316400000,16.951,16.972,16.95,16.968,41.3921
1516320000000,16.967,16.97,16.945,16.964,164.4371
1516323600000,16.965,17.033,16.964,17.033,367.9431
1516327200000,17.033,17.052,16.996,17.008,263.8636
1516330800000,17.007,17.039,17.002,17.023,164.5793
1516334400000,17.022,17.034,17.013,17.029,87.1321
1516338000000,17.031,17.035,17.007,17.015,184.9005
1516341600000,17.014,17.045,17.009,17.024,118.1689
1516345200000,17.024,17.074,17.018,17.066,181.0689
1516348800000,17.068,17.12,17.054,17.109,258.803
1516352400000,17.11,17.115,17.062,17.07,170.2712
1516356000000,17.074,17.101,17.059,17.08,103.4807
1516359600000,17.082,17.082,17.014,17.03,118.7399
1516363200000,17.03,17.061,17.029,17.031,150.4194
1516366800000,17.031,17.047,16.991,17.025,197.6616
1516370400000,17.03,17.038,16.999,17.038,182.3415
1516374000000,17.041,17.048,16.981,16.992,194.2239
1516377600000,16.991,17.019,16.989,17,189.1176
1516381200000,17.002,17.029,17.002,17.024,198.4634
1516384800000,17.023,17.056,17.008,17.056,151.0966
1516388400000,17.056,17.081,17.043,17.068,219.3558
1516392000000,17.067,17.067,17.008,17.015,116.3477
1516395600000,17.012,17.032,16.997,17.002,5.0533
1516575600000,17.03,17.084,17.011,17.06,28.1513
1516579200000,17.059,17.06,17.037,17.048,138.0275
1516582800000,17.043,17.058,16.966,17.001,183.3582
1516586400000,17.002,17.022,16.98,17.01,176.5412
1516590000000,17.01,17.014,16.986,16.994,77.3689
1516593600000,16.995,17,16.976,17,74.6256
1516597200000,16.999,17.042,16.986,17.016,117.3838
1516600800000,17.016,17.024,16.936,16.95,68.9701
1516604400000,16.945,16.991,16.941,16.991,131.708
1516608000000,16.99,17.023,16.969,17.019,140.9085
1516611600000,17.019,17.052,17.017,17.041,193.1031
1516615200000,17.042,17.066,17.029,17.059,125.9794
1516618800000,17.059,17.06,17.023,17.024,114.9821
1516622400000,17.023,17.036,17.004,17.018,141.6644
1516626000000,17.019,17.067,16.999,17.05,200.9563
1516629600000,17.062,17.081,16.968,16.984,226.0292
1516633200000,16.986,17.047,16.968,17.026,243.6033
1516636800000,17.023,17.027,16.987,16.995,176.6874
1516640400000,16.993,17.012,16.966,16.995,180.4563
1516644000000,16.996,17.001,16.954,16.965,160.5508
1516647600000,16.976,17.003,16.96,16.995,112.9136
1516651200000,16.994,17.012,16.987,17.005,103.094
1516654800000,17.004,17.006,16.992,16.998,29.0601
1516662000000,16.987,17.007,16.971,17.004,68.5679
1516665600000,17.005,17.018,16.996,17.005,129.0232
1516669200000,17.006,17.055,17,17.033,195.2577
1516672800000,17.032,17.042,17.024,17.035,129.5035
1516676400000,17.034,17.051,17.021,17.027,275.4917
1516680000000,17.031,17.046,17.021,17.025,83.3416
1516683600000,17.023,17.033,16.999,17.015,278.303
1516687200000,17.01,17.08,17.01,17.052,284.4403
1516690800000,17.051,17.087,17.033,17.052,143.8973
1516694400000,17.053,17.056,17.002,17.037,187.072
1516698000000,17.032,17.036,16.983,17.001,131.2912
1516701600000,17.002,17.03,16.983,16.986,169.1529
1516705200000,16.986,17.015,16.932,16.97,170.2717
1516708800000,16.968,16.98,16.936,16.961,143.7144
1516712400000,16.962,17.006,16.958,16.96,176.1361
1516716000000,16.957,16.959,16.738,16.821,348.0203
1516719600000,16.823,16.96,16.804,16.943,346.4146
1516723200000,16.944,16.991,16.906,16.923,199.9889
1516726800000,16.923,16.942,16.905,16.916,168.235
1516730400000,16.92,16.975,16.884,16.952,157.1392
1516734000000,16.941,17.014,16.939,17.011,175.0517
1516737600000,17.012,17.045,16.998,17.04,215.1047
1516741200000,17.039,17.046,17.024,17.024,48.9564
1516748400000,17.028,17.053,17.019,17.047,144.7454
1516752000000,17.044,17.069,17.02,17.021,144.4563
1516755600000,17.02,17.027,16.981,17.016,300.308
1516759200000,17.015,17.048,17.005,17.047,220.9228
1516762800000,17.047,17.047,17.028,17.033,127.8564
1516766400000,17.034,17.065,17.026,17.032,108.9298
1516770000000,17.032,17.041,17.018,17.041,66.6071
1516773600000,17.04,17.068,17.028,17.062,117.3795
1516777200000,17.063,17.082,17.038,17.062,131.3005
1516780800000,17.065,17.202,17.064,17.165,266.6065
1516784400000,17.175,17.207,17.154,17.191,29.9943
1516788000000,17.191,17.245,17.186,17.217,50.3675
1516791600000,17.227,17.239,17.195,17.2,157.2068
1516795200000,17.199,17.282,17.171,17.275,198.0132
1516798800000,17.274,17.332,17.256,17.306,319.3238
1516802400000,17.305,17.423,17.299,17.418,332.4085
1516806000000,17.41,17.431,17.354,17.385,258.3001
1516809600000,17.391,17.411,17.332,17.406,294.0804
1516813200000,17.405,17.445,17.385,17.424,188.7431
1516816800000,17.424,17.544,17.399,17.536,350.055
1516820400000,17.534,17.598,17.505,17.527,201.3025
1516824000000,17.533,17.612,17.51,17.553,211.1402
1516827600000,17.554,17.575,17.535,17.545,48.4797
1516834800000,17.528,17.535,17.495,17.511,168.4019
1516838400000,17.51,17.523,17.492,17.502,285.1839
1516842000000,17.503,17.549,17.455,17.547,324.9575
1516845600000,17.549,17.582,17.513,17.558,274.2631
1516849200000,17.549,17.608,17.548,17.591,247.4913
1516852800000,17.59,17.609,17.579,17.591,174.122
1516856400000,17.591,17.669,17.583,17.657,241.926
1516860000000,17.656,17.693,17.611,17.638,261.633
1516863600000,17.636,17.636,17.543,17.563,698.5354
1516867200000,17.561,17.564,17.482,17.507,372.1321
1516870800000,17.508,17.58,17.506,17.576,207.2059
1516874400000,17.573,17.574,17.537,17.545,130.1736
1516878000000,17.543,17.556,17.509,17.519,17.4721
1516881600000,17.518,17.533,17.451,17.492,67.4148
1516885200000,17.498,17.624,17.498,17.6,222.4622
1516888800000,17.602,17.632,17.451,17.501,330.255
1516892400000,17.501,17.548,17.471,17.507,293.9333
1516896000000,17.505,17.589,17.488,17.589,165.2322
1516899600000,17.589,17.618,17.559,17.609,100.8411
1516903200000,17.61,17.631,17.541,17.546,144.8008
1516906800000,17.547,17.562,17.125,17.273,130.5341
1516910400000,17.275,17.333,17.225,17.28,55.0635
1516914000000,17.282,17.296,17.262,17.262,15.494
1516921200000,17.284,17.327,17.237,17.313,253.9123
1516924800000,17.315,17.348,17.3,17.342,230.2272
1516928400000,17.341,17.471,17.341,17.445,430.5625
1516932000000,17.445,17.445,17.398,17.424,305.5728
1516935600000,17.425,17.437,17.403,17.418,87.3312
1516939200000,17.417,17.43,17.403,17.426,39.022
1516942800000,17.426,17.426,17.399,17.424,29.8684
1516946400000,17.424,17.466,17.416,17.453,50.5334
1516950000000,17.452,17.534,17.449,17.496,105.7661
1516953600000,17.497,17.532,17.477,17.484,57.4552
1516957200000,17.483,17.506,17.451,17.469,55.2718
1516960800000,17.47,17.474,17.429,17.45,35.8041
1516964400000,17.45,17.475,17.367,17.382,48.3386
1516968000000,17.381,17.415,17.36,17.364,79.2085
1516971600000,17.363,17.427,17.34,17.393,142.2027
1516975200000,17.395,17.423,17.326,17.401,343.9147
1516978800000,17.402,17.415,17.344,17.36,89.9134
1516982400000,17.359,17.428,17.354,17.406,165.2195
1516986000000,17.407,17.445,17.392,17.435,102.6675
1516989600000,17.431,17.461,17.403,17.456,127.6629
1516993200000,17.455,17.482,17.376,17.406,225.058
1516996800000,17.405,17.41,17.369,17.398,135.6691
1517000400000,17.395,17.439,17.366,17.368,8.7914
1517180400000,17.401,17.447,17.367,17.419,164.148
1517184000000,17.415,17.474,17.4,17.428,170.0822
1517187600000,17.433,17.449,17.388,17.409,171.449
1517191200000,17.409,17.409,17.366,17.405,56.7242
1517194800000,17.408,17.423,17.396,17.415,96.0602
1517198400000,17.415,17.424,17.397,17.403,40.5001
1517202000000,17.408,17.408,17.378,17.389,59.8148
1517205600000,17.388,17.417,17.368,17.391,50.2487
1517209200000,17.392,17.403,17.335,17.36,127.4645
1517212800000,17.36,17.37,17.315,17.335,78.8542
1517216400000,17.336,17.356,17.318,17.34,67.2383
1517220000000,17.34,17.378,17.335,17.348,61.5676
1517223600000,17.349,17.354,17.294,17.321,108.4395
1517227200000,17.32,17.341,17.252,17.279,148.6608
1517230800000,17.279,17.304,17.219,17.257,176.725
1517234400000,17.255,17.268,17.18,17.216,180.2415
1517238000000,17.217,17.232,17.18,17.206,186.7779
1517241600000,17.205,17.209,17.106,17.134,174.5491
1517245200000,17.128,17.159,17.102,17.154,23.057
1517248800000,17.155,17.202,17.126,17.196,28.5165
1517252400000,17.196,17.241,17.191,17.21,26.647
1517256000000,17.21,17.216,17.162,17.177,108.4492
1517259600000,17.177,17.177,17.127,17.127,65.9428
1517266800000,17.166,17.2,17.131,17.173,114.5068
1517270400000,17.168,17.183,17.112,17.134,149.7387
1517274000000,17.137,17.207,17.132,17.18,191.1509
1517277600000,17.179,17.206,17.128,17.16,205.3163
1517281200000,17.16,17.166,17.122,17.151,171.1483
1517284800000,17.151,17.176,17.093,17.115,145.3115
1517288400000,17.115,17.147,17.088,17.102,152.3566
1517292000000,17.102,17.12,17.091,17.097,130.0234
1517295600000,17.098,17.12,17.077,17.096,225.5396
1517299200000,17.097,17.125,17.066,17.123,182.7369
1517302800000,17.124,17.223,17.119,17.215,245.6006
1517306400000,17.208,17.257,17.202,17.213,141.5801
1517310000000,17.213,17.256,17.211,17.246,108.8861
1517313600000,17.247,17.273,17.2,17.222,133.0768
1517317200000,17.22,17.283,17.18,17.276,165.7354
1517320800000,17.279,17.327,17.228,17.243,257.5044
1517324400000,17.248,17.26,17.164,17.175,282.4066
1517328000000,17.186,17.196,17.125,17.125,247.4085
1517331600000,17.125,17.185,17.114,17.131,162.9816
1517335200000,17.132,17.135,17.066,17.124,190.9995
1517338800000,17.125,17.159,17.116,17.149,167.1691
1517342400000,17.149,17.151,17.092,17.107,94.6344
1517346000000,17.108,17.121,17.1,17.1,50.9246
1517353200000,17.123,17.166,17.088,17.12,201.2676
1517356800000,17.111,17.17,17.096,17.144,171.5947
1517360400000,17.142,17.149,17.107,17.125,252.6078
1517364000000,17.124,17.125,17.085,17.115,150.2089
1517367600000,17.114,17.192,17.111,17.162,184.8073
1517371200000,17.162,17.166,17.147,17.151,83.0137
1517374800000,17.15,17.197,17.146,17.192,97.1842
1517378400000,17.194,17.224,17.185,17.21,124.53
1517382000000,17.21,17.241,17.184,17.203,174.7358
1517385600000,17.203,17.234,17.182,17.206,154.2838
1517389200000,17.206,17.236,17.197,17.216,115.6408
1517392800000,17.216,17.247,17.202,17.231,125.7825
1517396400000,17.231,17.252,17.209,17.219,70.5881
1517400000000,17.222,17.266,17.221,17.266,61.3213
1517403600000,17.272,17.277,17.176,17.236,337.0479
1517407200000,17.237,17.275,17.211,17.267,52.9669
1517410800000,17.267,17.312,17.244,17.251,81.9533
1517414400000,17.252,17.273,17.22,17.248,56.9081
1517418000000,17.249,17.27,17.203,17.228,60.6326
1517421600000,17.227,17.272,17.208,17.22,192.2961
1517425200000,17.218,17.382,17.143,17.292,1138.9504
1517428800000,17.292,17.345,17.275,17.324,428.2705
1517432400000,17.323,17.334,17.305,17.305,50.0168
1517439600000,17.314,17.389,17.278,17.349,228.8013
1517443200000,17.35,17.357,17.314,17.344,127.6839
1517446800000,17.343,17.343,17.264,17.29,270.7856
1517450400000,17.285,17.3,17.26,17.283,76.2326
1517454000000,17.28,17.307,17.268,17.292,72.2973
1517457600000,17.293,17.309,17.287,17.298,65.3348
1517461200000,17.297,17.304,17.263,17.272,80.9999
1517464800000,17.273,17.283,17.217,17.224,91.2311
1517468400000,17.223,17.239,17.193,17.216,266.3616
1517472000000,17.211,17.28,17.211,17.259,204.2356
1517475600000,17.259,17.289,17.244,17.25,136.4409
1517479200000,17.249,17.274,17.215,17.215,120.2857
1517482800000,17.217,17.24,17.18,17.184,97.8493
1517486400000,17.186,17.229,17.175,17.212,103.1154
1517490000000,17.216,17.217,17.098,17.144,274.0857
1517493600000,17.148,17.241,17.105,17.17,189.6033
